original_name,frequency,normalized_name,blocking_key
"ANKURA TRUST COMPANY, LLC, AS COLLATERAL TRUSTEE",15,ANKURA TRUST CO LLC,ANKURA
"ARDINGER FAMILY PARTNERSHIP, LTD.",15,ARDINGER FAMILY PARTNERSHIP LTD,ARDINGER
"ARISAWA MANUFACTURING CO., LTD.",15,ARISAWA MANUFACTURING CO LTD,ARISAWA
ASSET PROFITS LIMITED,15,ASSET PROFITS LTD,ASSET
BANK OF AMERICA NATIONAL TRUST AND SAVINGS,15,BANK OF AMERICA NATIONAL TRUST & SAVINGS,AMERICA
BANK OF BOSTON CONNECTICUT,15,BANK OF BOSTON CONNECTICUT,BOSTON
BANK OF SCOTLAND,15,BANK OF SCOTLAND,SCOTLAND
"BANKBOSTON, N.A., A NATIONAL BANK",15,BANKBOSTON NA A NATIONAL BANK,BANKBOSTON
"BANQUE PARIBAS, AS ADMINISTRATIVE AGENT",15,BANQUE PARIBAS,BANQUE
"BERG & BERG ENTERPRISES, LLC",15,BERG & BERG ENTERPRISES LLC,BERG
BFI BUSINESS FINANCE DBA CAPITALSOURCE BUSINESS FINANCE GROUP,15,BFI BUSINESS FINANCE DBA CAPITALSOURCE BUSINESS FINANCE GROUP,BFI
"BMO PRIVATE EQUITY (U.S.), INC.",15,BMO PRIVATE EQUITY US INC,BMO
"BRADLEY PHARMACEUTICALS, INC.",15,BRADLEY PHARMACEUTICALS INC,BRADLEY
BRADLEY RESOURCES COMPANY,15,BRADLEY RESOURCES CO,BRADLEY
BRETT A. MOYER,15,BRETT A MOYER,BRETT
"CENTRAL TRUST COMPANY, N.A., THE",15,CENTRAL TRUST CO NA,CENTRAL
"CHASE MANHATAN BANK, AS ADMINISTRATIVE AGENT, THE",15,CHASE MANHATAN BANK,CHASE
"CHASE MANHATTAN BANK, N.A., THE A DE CORP.",15,CHASE MANHATTAN BANK NA THE A DE CORP,CHASE
"CHEMICAL BANK, AGENT",15,CHEMICAL BANK AGENT,CHEMICAL
"CONGRESS FINANCIAL CORPORATION, A CORP. OF CA.",15,CONGRESS FINANCIAL CORP A CORP OF CA,CONGRESS
"COWEN HEALTHCARE ROYALTY PARTNERS, L.P.",15,COWEN HEALTHCARE ROYALTY PARTNERS LP,COWEN
CRANSHIRE CAPITAL LP,15,CRANSHIRE CAPITAL LP,CRANSHIRE
CREDIT SUISSE FIRST BOSTON TORONTO BRANCH,15,CREDIT SUISSE FIRST BOSTON TORONTO BRANCH,CREDIT
"CRESCENT AGENCY SERVICES, LLC",15,CRESCENT AGENCY SERVICES LLC,CRESCENT
ELVIN JAVIER,15,ELVIN JAVIER,ELVIN
EMPIRE OF AMERICA FSA,15,EMPIRE OF AMERICA FSA,EMPIRE
"EMPIRE OF AMERICA FSA,",15,EMPIRE OF AMERICA FSA,EMPIRE
"ETEC SYSTEMS, INC.",15,ETEC SYSTEMS INC,ETEC
EVELYN K. KOSSAK,15,EVELYN K KOSSAK,EVELYN
GARY SILVERMAN,15,GARY SILVERMAN,GARY
"GE BUSINESS FINANCIAL SERVICES INC., F/K/A MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC., AS A LENDER",15,GE BUSINESS FINANCIAL SERVICES INC F K A MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC AS A LENDER,GE
GENERAL ELECTRIC CAPITAL CORPORATION (AS ADMINISTRATIVE AGENT),15,GENERAL ELECTRIC CAPITAL CORP,GENERAL
"GENERAL ELECTRIC CAPITAL CORPORATION, AS FIRST LIEN COLLATERAL AGENT",15,GENERAL ELECTRIC CAPITAL CORP,GENERAL
GERALD M. LUKASIK,15,GERALD M LUKASIK,GERALD
GLENFED CAPITAL CORP.,15,GLENFED CAPITAL CORP,GLENFED
GLENFED FINANCIAL CORPORATION A CORP OF CA.,15,GLENFED FINANCIAL CORPORATIONA CORP OF CA,GLENFED
"GOLDMAN SACHS LENDING PARTNERS LLC, AS AGENT",15,GOLDMAN SACHS LENDING PARTNERS LLC,GOLDMAN
"GOLDMAN SACHS LENDING PARTNERS, LLC",15,GOLDMAN SACHS LENDING PARTNERS LLC,GOLDMAN
"HALIFAX FUND, L.P. AS COLLATERAL AGENT",15,HALIFAX FUND LP,HALIFAX
"HELLER FINANCIAL, INC., AS COLLATERAL AGENT",15,HELLER FINANCIAL INC,HELLER
"HILL, J. DONALD",15,HILL J DONALD,HILL
"HOOPP PSG INC., AS COLLATERAL AGENT",15,HOOPP PSG INC,HOOPP
HSBC INVESTMENT BANK PLC,15,HSBC INVESTMENT BANK PLC,HSBC
JACKSON NAT'L LIFE INSURANCE COMPANY,15,JACKSON NAT L LIFE INSURANCE CO,JACKSON
JAMES MAGOS,15,JAMES MAGOS,JAMES
"JEFFERIES BABSON FINANCE LLC, AS ADMINISTRATIVE AGENT",15,JEFFERIES BABSON FINANCE LLC,JEFFERIES
"JOSEPH J. GAYNOR, JR.",15,JOSEPH J GAYNOR JR,JOSEPH
JUDITH GLASER,15,JUDITH GLASER,JUDITH
KREOS CAPITAL V (UK) LIMITED,15,KREOS CAPITAL V UK LTD,KREOS
LANZA TECHVENTURE AS COLLETERAL AGENT,15,LANZA TECHVENTURE AS COLLETERAL AGENT,LANZA
LB I GROUP INC.,15,LB I GROUP INC,LB
LOUIS LEEBURG,15,LOUIS LEEBURG,LOUIS
MADELEINE L.L.C. (NEW YORK LIMITED LIABILITY COMPANY),15,MADELEINE LLC NEW YORK LTD LIABILITY CO,MADELEINE
MARK GRINBAUM,15,MARK GRINBAUM,MARK
MASSACHUSETTS CAPITAL RESOURCE COMPANY,15,MASSACHUSETTS CAPITAL RESOURCE CO,MASSACHUSETTS
MCG FINANCE CORPORATION,15,MCG FINANCE CORP,MCG
"MELLON BANK, N.A. AS AGENT FOR THE BANKS",15,MELLON BANK NA FOR THE BANKS,MELLON
"MELLON BANK, N.A. AS AGENTS FOR THE BANKS.",15,MELLON BANK NA S FOR THE BANKS,MELLON
"MERIDIAN BANK, A PA BANKING CORP.",15,MERIDIAN BANK A PA BANKING CORP,MERIDIAN
MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC.,15,MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC,MERRILL
MIDDLESEX SAVINGS BANK,15,MIDDLESEX SAVINGS BANK,MIDDLESEX
"MNC CREDIT CORP., 502 WASHINGTON AVE., STE. 700, TOWSON, MD",15,MNC CREDIT CORP 502 WASHINGTONAVE STE 700 TOWSON MD,MNC
MOE HOUDIAGUI,15,MOE HOUDIAGUI,MOE
"MONROE CAPITAL MANAGEMENT ADVISORS, LLC",15,MONROE CAPITAL MANAGEMENT ADVISORS LLC,MONROE
"MORGAN GUARANTY TRUST COMPANY OF NEW YORK, AS ADMINISTRATIVE AGENT",15,MORGAN GUARANTY TRUST CO OF NEW YORK,MORGAN
"MWV PINNACLE CAPTIAL FUND, L.P.",15,MWV PINNACLE CAPTIAL FUND LP,MWV
NATIONAL CITY BANK (A NATIONAL BANKING ASSOCIATION),15,NATIONAL CITY BANK A NATIONAL BANKING ASSOCIATION,CITY
NATIONAL CITY BANK OF PENNSYLVANIA SUCCESSOR IN INTEREST TO INTEGRA BANK,15,NATIONAL CITY BANK OF PENNSYLVANIA SUCCESSOR IN INTEREST TO INTEGRA BANK,CITY
NOEL D. ISCHY,15,NOEL D ISCHY,NOEL
"NUVELO, INC.",15,NUVELO INC,NUVELO
"PARADISE IV, INV.",15,PARADISE IV INV,PARADISE
"PARAMOUNT CAPITAL, INC.",15,PARAMOUNT CAPITAL INC,PARAMOUNT
"PLYMOUTH DEWITT, INC.",15,PLYMOUTH DEWITT INC,PLYMOUTH
RICHARD H. STRAETER,15,RICHARD H STRAETER,RICHARD
ROBERT RIPP,15,ROBERT RIPP,ROBERT
ROVI SOLUTIONS CORPORATION,15,ROVI SOLUTIONS CORP,ROVI
RUNWAY GROWTH CREDIT FUND INC.,15,RUNWAY GROWTH CREDIT FUND INC,RUNWAY
SANWA BUSINESS CREDIT CORPORATION,15,SANWA BUSINESS CREDIT CORP,SANWA
"SCHLUMBERGER RESOURCE MANAGEMENT SERVICES, INC.",15,SCHLUMBERGER RESOURCE MANAGEMENT SERVICES INC,SCHLUMBERGER
SHADOW CAPITAL LLC,15,SHADOW CAPITAL LLC,SHADOW
"SILICON VALLEY BANK, AS AGENT AND AS A LENDER",15,SILICON VALLEY BANK & AS A LENDER,SILICON
"SILICON VALLEY BANK, AS SERVICING AGENT",15,SILICON VALLEY BANK,SILICON
SIMTEK CORPORATION,15,SIMTEK CORP,SIMTEK
"SMH HOLDCO, LLC",15,SMH HOLDCO LLC,SMH
"SOCIETE GENERALE, AS AGENT",15,SOCIETE GENERALE,SOCIETE
SOLECTRON CORPORATION,15,SOLECTRON CORP,SOLECTRON
SOLUTIA AUSTRIA GMBH,15,SOLUTIA AUSTRIA GMBH,SOLUTIA
SPEROS DEDES,15,SPEROS DEDES,SPEROS
"STERLING JA, L.C.",15,STERLING JA L C,STERLING
STEVEN R. J. CYNTHIA H. BRUECK REVOCABLE TRUST UTA DATED 3/14/1991,15,STEVEN R J CYNTHIA H BRUECK REVOCABLE TRUST UTA DATED 3 14 1991,STEVEN
"TANG CAPITAL PARTNERS, L.P.",15,TANG CAPITAL PARTNERS LP,TANG
"TELEDYNE INDUSTRIES, INC., A CORPORATION OF CALIFORNIA",15,TELEDYNE INDUSTRIES INC A CORP OF CALIFORNIA,TELEDYNE
TERRY BRENNEMAN,15,TERRY BRENNEMAN,TERRY
THE BART MARCY TRUST,15,BART MARCY TRUST,BART
THOMAS F. O'NEILL,15,THOMAS F O NEILL,THOMAS
"VENTURE BANKING GROUP, A DIVISION OF CUPERTINO A NATIONAL BANK & TRUST",15,VENTURE BANKING GROUP A DIVISION OF CUPERTINO A NATIONAL BANK & TRUST,VENTURE
WACHOVIA CAPITAL FINANCE CORPORATION,15,WACHOVIA CAPITAL FINANCE CORP,WACHOVIA
"WELLS FARGO FOOTHILL, LLC, AS ADMINISTRATIVE AGENT",15,WELLS FARGO FOOTHILL LLC,WELLS
"WHITE OAK HEALTHCARE FINANCE, LLC, AS ADMINISTRATIVE AGENT",15,WHITE OAK HEALTHCARE FINANCE LLC,WHITE
"ABACUS FINANCE GROUP, LLC",14,ABACUS FINANCE GROUP LLC,ABACUS
ABLECO FINANCE LLC AS AGENT,14,ABLECO FINANCE LLC,ABLECO
"ADVANCED LIGHTING TECHNOLOGIES, INC.",14,ADVANCED LIGHTING TECHNOLOGIES INC,ADVANCED
"ARK CLO 2000-1, LIMITED",14,ARK CLO 2000-1 LTD,ARK
BANCAMERICA COMMERCIAL CORPORATION,14,BANCAMERICA COMMERCIAL CORP,BANCAMERICA
BANCBOSTON INVESTMENTS INC.,14,BANCBOSTON INVESTMENTS INC,BANCBOSTON
"BANK ONE, TEXAS, N.A.",14,BANK ONE TEXAS NA,ONE
"BANKERS TRUST COMPANY, A NY BANKING CORP.",14,BANKERS TRUST CO A NY BANKING CORP,BANKERS
BAY CITY CAPITAL LLC,14,BAY CITY CAPITAL LLC,BAY
BNY ASSET SOLUTIONS LLC,14,BNY ASSET SOLUTIONS LLC,BNY
"BORGWARNER INC., AS ADMINISTRATIVE AGENT",14,BORGWARNER INC,BORGWARNER
"BRADLEY RESOURCES COMPANY, A NEW YORK GENERAL PARTNERSHIP",14,BRADLEY RESOURCES CO A NEW YORK GENERAL PARTNERSHIP,BRADLEY
BRISBEN WATER SOLOUTIONS LLC,14,BRISBEN WATER SOLOUTIONS LLC,BRISBEN
BROWN RUDNICK LLP,14,BROWN RUDNICK LLP,BROWN
CALLIDUS CAPITAL CORPORATION,14,CALLIDUS CAPITAL CORP,CALLIDUS
"CANAAN VII L.P., AS ADMINISTRATIVE AGENT",14,CANAAN VII LP,CANAAN
"CAPITAL CONTROLS, CO., INC.",14,CAPITAL CONTROLS CO INC,CAPITAL
CHEMICAL BANK (AS COLLATERAL AGENT),14,CHEMICAL BANK,CHEMICAL
"CHURCHILL CAPITAL PARTNERS III, L.P.",14,CHURCHILL CAPITAL PARTNERS III LP,CHURCHILL
"CIT GROUP/COMMERCIAL SERVICES INC., THE",14,CIT GROUP COMMERCIAL SERVICES INC,CIT
COLGATE-PALMOLIVE COMPANY,14,COLGATE-PALMOLIVE CO,COLGATEPALMOLIVE
"CONGRESS FINANCIAL CORPORATION, 1133 AVENUE OF THE AMERICAS, NEW YORK, NY 10036, A CORP. OF CA",14,CONGRESS FINANCIAL CORP 1133 AVENUE OF THE AMERICAS NEW YORK NY 10036 A CORP OF CA,CONGRESS
CONNECTICUT NATIONAL BANK,14,CONNECTICUT NATIONAL BANK,CONNECTICUT
"CREDIT LYONNAIS NEW YORK BRANCH, AS AGENT FOR THE BENEFIT OF CERTAIN LENDERS AND BANKS",14,CREDIT LYONNAIS NEW YORK BRANCH FOR THE BENEFIT OF CERTAIN LENDERS & BANKS,CREDIT
CROCKER NATIONAL BANK,14,CROCKER NATIONAL BANK,CROCKER
DOUGLAS ACQUISITIONS LLC,14,DOUGLAS ACQUISITIONS LLC,DOUGLAS
"DOW CHEMICAL COMPANY, THE",14,DOW CHEMICAL CO,DOW
DRESDNER BANK AKTIENGESELLSCHAFT IN FRANKFURT AM MAIN,14,DRESDNER BANK AG IN FRANKFURT AM MAIN,DRESDNER
ECLIPSE BUSINESS CAPITAL LLC,14,ECLIPSE BUSINESS CAPITAL LLC,ECLIPSE
ENCORE MEDICAL CORPORATION,14,ENCORE MEDICAL CORP,ENCORE
"EVENING POST GROUP, LLC",14,EVENING POST GROUP LLC,EVENING
"FAMILY BANK, FSB",14,FAMILY BANK FSB,FAMILY
"FIFTH STREET FINANCE CORP., AS COLLATERAL AGENT",14,FIFTH STREET FINANCE CORP,FIFTH
FIRST BOSTON SECURITIES CORPORATION,14,FIRST BOSTON SECURITIES CORP,FIRST
"FIRST INTERSTATE BANK OF OKLAHOMA, N.A.",14,FIRST INTERSTATE BANK OF OKLAHOMA NA,FIRST
"FIRST NATIONAL BANK OF BOSTON THE, (FNBB)",14,FIRST NATIONAL BANK OF BOSTON THE FNBB,FIRST
GENERAL ELECTRIC CAPITAL CORPORATION AS ADMINISTRATIVE AGENT,14,GENERAL ELECTRIC CAPITAL CORPORATIONAS ADMINISTRATIVE AGENT,GENERAL
GENERAL ELECTRIC CAPITAL CORPORATION AS AGENT FOR LENDERS,14,GENERAL ELECTRIC CAPITAL CORPORATIONAS AGENT FOR LENDERS,GENERAL
"GENERAL ELECTRIC CAPITAL CORPORATION, AS REVOLVING COLLATERAL AGENT FOR THE REVOLVING LENDERS AND AS TERM LOAN COLLATERAL AGENT",14,GENERAL ELECTRIC CAPITAL CORP AS REVOLVING COLLATERAL AGENT FOR THE REVOLVING LENDERS & AS TERM LOAN COLLATERAL AGENT,GENERAL
"GENRAD, INC., A MA CORP.",14,GENRAD INC A MA CORP,GENRAD
HSBC BANK PLC,14,HSBC BANK PLC,HSBC
IGNITE ORTHOPEDICS,14,IGNITE ORTHOPEDICS,IGNITE
ING BANK N.V.,14,ING BANK NV,ING
ISOLA USA CORP.,14,ISOLA USA CORP,ISOLA
"IV-IP, LLC",14,IV-IP LLC,IVIP
"LANZA TECHVENTURE, COLLATERAL AGENT",14,LANZA TECHVENTURE COLLATERAL AGENT,LANZA
MACQUIRE CAPITAL FUNDING LLC,14,MACQUIRE CAPITAL FUNDING LLC,MACQUIRE
MARQUETTE CAPITAL BANK,14,MARQUETTE CAPITAL BANK,MARQUETTE
"MERRILL LYNCH PCG, INC.",14,MERRILL LYNCH PCG INC,MERRILL
MICROSOFT CORPORATION,14,MICROSOFT CORP,MICROSOFT
"MIZUHO CORPORATE BANK, LTD.",14,MIZUHO CORPORATE BANK LTD,MIZUHO
"MORGAN, HOWARD",14,MORGAN HOWARD,MORGAN
NIKON VENTURES CORPORATION,14,NIKON VENTURES CORP,NIKON
"PANOLAM INDUSTRIES INTERNATIONAL, INC.",14,PANOLAM INDUSTRIES INTERNATIONAL INC,PANOLAM
"RBS BUSINESS CAPITAL, A DIVISION OF RBS ASSET FINANCE, INC., AS AGENT",14,RBS BUSINESS CAPITAL A DIVISION OF RBS ASSET FINANCE INC,RBS
"REGIONS BANK, AS COLLATERAL AGENT",14,REGIONS BANK,REGIONS
"RKB HYDROTECH PROFESSIONAL, LLC",14,RKB HYDROTECH PROFESSIONAL LLC,RKB
"ROYAL BANK OF SCOTLAND PLC, FRANKFURT BRANCH, AS ADMINISTRATIVE AGENT, THE",14,ROYAL BANK OF SCOTLAND PLC FRANKFURT BRANCH,ROYAL
"SECURITY PACIFIC NATIONAL BANK, AS AGENT",14,SECURITY PACIFIC NATIONAL BANK,SECURITY
SILICON GRAPHICS INC,14,SILICON GRAPHICS INC,SILICON
SITO MOBILE LTD.,14,SITO MOBILE LTD,SITO
"STANDARD CHARTERED BANK, A BODY CORP. OF ENGLAND",14,STANDARD CHARTERED BANK A BODY CORP OF ENGLAND,STANDARD
"STANDARD CHARTERED BANK, AS ADMINISTRATIVE AGENT",14,STANDARD CHARTERED BANK,STANDARD
"SUN, RICHARD A.",14,SUN RICHARD A,SUN
TALISMAN CAPITAL TALON FUND LTD.,14,TALISMAN CAPITAL TALON FUND LTD,TALISMAN
TAR SITO LENDCO LLC,14,TAR SITO LENDCO LLC,TAR
THE FROST NATIONAL BANK,14,FROST NATIONAL BANK,FROST
"THE KLONOFF COMPANY, INC.",14,KLONOFF CO INC,KLONOFF
"THE PRUDENTIAL INSURANCE COMPANY OF AMERICA, AS COLLATERAL AGENT",14,PRUDENTIAL INSURANCE CO OF AMERICA,PRUDENTIAL
"THE RENCO GROUP, INC.",14,RENCO GROUP INC,RENCO
TPG-AXON ROYALTY TRUST,14,TPG-AXON ROYALTY TRUST,TPGAXON
TRANSAMERICA BUSINESS CAPITAL CORPORATION,14,TRANSAMERICA BUSINESS CAPITAL CORP,TRANSAMERICA
"TRANSAMERICA BUSINESS CAPITAL CORPORATION, AS AGENT",14,TRANSAMERICA BUSINESS CAPITAL CORP,TRANSAMERICA
"TRUST COMPANY OF NEW YORK, UNITED STATES",14,TRUST CO OF NEW YORK US,NEW
"TWIN BROOK CAPITAL PARTNERS, LLC, AS ADMINISTRATIVE AGENT",14,TWIN BROOK CAPITAL PARTNERS LLC,TWIN
"U.S. BANK NATIONAL ASSOCIATION, AS TRUSTEE AND COLLATERAL AGENT",14,US BANK NA & COLLATERAL AGENT,BANK
"U.S. NATIONAL ASSOCIATION, AS ADMINISTRATIVE AGENT",14,US NA,NA
"UGS AG, STAMFORD BRANCH, AS COLLATERAL AGENT",14,UGS AG STAMFORD BRANCH,UGS
VERICHIP CORPORATION,14,VERICHIP CORP,VERICHIP
WESRAY CAPITAL CORPORATION,14,WESRAY CAPITAL CORP,WESRAY
3I CORPORATION,13,3I CORP,3I
"3I, L.P.",13,3I LP,3I
"ABN AMRO BANK, N.V. AS AGENT",13,ABNAMRO BANK NV,ABNAMRO
"ALLIANCE FUND II ONEROOF LENDER, LLC",13,ALLIANCE FUND II ONEROOF LENDER LLC,ALLIANCE
ALLSTATE INSURANCE COMPANY,13,ALLSTATE INSURANCE CO,ALLSTATE
"AMERICAN CAPITAL STRATEGIES, LTD.",13,AMERICAN CAPITAL STRATEGIES LTD,AMERICAN
"BANK OF AMERICA ILLINOIS, AS AGENT",13,BANK OF AMERICA ILLINOIS,AMERICA
"BANK OF AMERICA TEXAS, N.A.",13,BANK OF AMERICA TEXAS NA,AMERICA
"BANK OF AMERICA, N.A., AS AGENT FOR THE LENDERS",13,BANK OF AMERICA NA FOR THE LENDERS,AMERICA
"BANK OF AMERICA, N.A., AS THE COLLATERAL AGENT",13,BANK OF AMERICA NA,AMERICA
"BANK ONE, INDIANAPOLIS, NA",13,BANK ONE INDIANAPOLIS NA,ONE
"BELL, CHRISTY W., ( BELL )",13,BELL CHRISTY W BELL,BELL
"BRADLEY RESOURCES COMPANY (""BRADLEY""), A NEW YORK GENERAL PARTNERSHIP",13,BRADLEY RESOURCES CO BRADLEY A NEW YORK GENERAL PARTNERSHIP,BRADLEY
"CITICORP INDUSTRIAL CREDIT, INC.,",13,CITICORP INDUSTRIAL CREDIT INC,CITICORP
"CITICORP NORTH AMERICA, INC., AS COLLATERAL AGENT FOR THE SECURED CREDITORS UNDER THE TERM CREDIT AGREEMENT",13,CITICORP NORTH AMERICA INC FOR THE SECURED CREDITORS UNDER THE TERM CREDIT AGREEMENT,CITICORP
"CONNECTICUT BANK AND TRUST COMPANY, THE",13,CONNECTICUT BANK & TRUST CO,CONNECTICUT
CONTINENTAL STOCK TRANSFER AND TRUST COMPANY,13,CONTINENTAL STOCK TRANSFER & TRUST CO,CONTINENTAL
"CORNELL CAPITAL PARTNERS, L.P.",13,CORNELL CAPITAL PARTNERS LP,CORNELL
"CORTLAND PRODUCTS CORP., AS SUCCESSOR AGENT",13,CORTLAND PRODUCTS CORP,CORTLAND
CREDIT SUISSE MANAGEMENT LLC,13,CREDIT SUISSE MANAGEMENT LLC,CREDIT
CRG SERVICING LLC,13,CRG SERVICING LLC,CRG
CURRENT VENTURES II LIMITED,13,CURRENT VENTURES II LTD,CURRENT
DELAWARE TRUST COMPANY,13,DELAWARE TRUST CO,DELAWARE
"DEUTSCHE BANK TRUST COMPANY AMERICAS, (F/K/A BANKERS TRUST COMPANY), AS AGENT",13,DEUTSCHE BANK TRUST CO AMERICAS F K A BANKERS TRUST CO,DEUTSCHE
"DEUTSCHE BANK TRUST COMPANY AMERICAS, AS TERM COLLATERAL AGENT",13,DEUTSCHE BANK TRUST CO AMERICAS,DEUTSCHE
ECP II INTERFUND L.P.,13,ECP II INTERFUND LP,ECP
ENERTECH CAPITAL PARTNERS II L.P.,13,ENERTECH CAPITAL PARTNERS II LP,ENERTECH
"EPSTEIN, ROBERT",13,EPSTEIN ROBERT,EPSTEIN
"FIRST NATIONAL BANK OF BOSTON, THE (AS AGENT)",13,FIRST NATIONAL BANK OF BOSTON,FIRST
"FIRSTAR BANK MISSOURI, N.A.",13,FIRSTAR BANK MISSOURI NA,FIRSTAR
"FLEET NATIONAL BANK, AS AGENT FOR ITSELF AND THE OTHER LENDERS",13,FLEET NATIONAL BANK FOR ITSELF & THE OTHER LENDERS,FLEET
FLEET PRECIOUS METALS INC.,13,FLEET PRECIOUS METALS INC,FLEET
GENERAL ELECTRIC CAPITAL CORP.,13,GENERAL ELECTRIC CAPITAL CORP,GENERAL
"GILO VENTURES IL, L.P.",13,GILO VENTURES IL LP,GILO
GLENN PATENT GROUP,13,GLENN PATENT GROUP,GLENN
"GLENN, PAUL F., ( GLENN )",13,GLENN PAUL F GLENN,GLENN
"GLOBAL EQUITY FUNDING, LLC",13,GLOBAL EQUITY FUNDING LLC,GLOBAL
HOMEFED BANK,13,HOMEFED BANK,HOMEFED
"J. HENRY SCHRODER BANK & TRUST COMPANY, A NEW YORK BANKING INSTITUTION AS TRUSTEE",13,J HENRY SCHRODER BANK & TRUST CO A NEW YORK BANKING INSTITUTIONAS TRUSTEE,J
"JEFFERIES FINANCE LLC, AS FIRST LIEN COLLATERAL AGENT",13,JEFFERIES FINANCE LLC,JEFFERIES
"JEFFERIES FINANCE LLC, AS SECOND LIEN COLLATERAL AGENT",13,JEFFERIES FINANCE LLC,JEFFERIES
"JOHN EVANS, AS SELLER REPRESENTATIVE",13,JOHN EVANS AS SELLER REPRESENTATIVE,JOHN
"JP MORGAN CHASE BANK, AS ADMINISTRATIVE AGENT",13,JP MORGAN CHASE BANK,JP
KREOS CAPITAL VI (EXPERT FUND) L.P.,13,KREOS CAPITAL VI EXPERT FUND LP,KREOS
"LASALLE BUSINES CREDIT, LLC",13,LASALLE BUSINES CREDIT LLC,LASALLE
"M&F TTP HOLDINGS LLC, AS COLLATERAL AGENT",13,M & F TTP HOLDINGS LLC,M
MADELEINE L.L.C.,13,MADELEINE LLC,MADELEINE
MORGAN GUARANTY TRUST COMPANY AS COLLATERAL AGENT FOR BENEFIT OF THE SECURED PARTIES (INCLUDING THE FAMILY PARTICIPATING LENDERS),13,MORGAN GUARANTY TRUST CO FOR BENEFIT OF THE SECURED PARTIES INCLUDING THE FAMILY PARTICIPATING LENDERS,MORGAN
"MORGAN GUARANTY TRUST COMPANY OF NEW YORK, AS ADMINISTRATIVE AGENT AND COLLATERAL AGENT",13,MORGAN GUARANTY TRUST CO OF NEW YORK & COLLATERAL AGENT,MORGAN
NATIONAL CITY BANK OF COLUMBUS,13,NATIONAL CITY BANK OF COLUMBUS,CITY
"NATIONAL CITY BANK, KENTUCKY",13,NATIONAL CITY BANK KENTUCKY,CITY
NEWALLIANCE BANK,13,NEWALLIANCE BANK,NEWALLIANCE
"OAKTREE FUND ADMINISTRATION, LLC, AS ADMINISTRATIVE AGENT",13,OAKTREE FUND ADMINISTRATION LLC,OAKTREE
"PAUL ROYALTY FUND, L.P.",13,PAUL ROYALTY FUND LP,PAUL
"PHRONESIS PARTNERS, L.P.",13,PHRONESIS PARTNERS LP,PHRONESIS
PRICEWATERHOUSECOOPERS LLP,13,PRICEWATERHOUSECOOPERS LLP,PRICEWATERHOUSECOOPERS
"REGIONS BANK, AS ADMINISTRATIVE AGENT",13,REGIONS BANK,REGIONS
"ROBERTS, KENNEY",13,ROBERTS KENNEY,ROBERTS
ROCHE FINANCE LTD,13,ROCHE FINANCE LTD,ROCHE
SCHERING AKTIENGESELLSCHAFT,13,SCHERING AG,SCHERING
SEATTLE-FIRST NATIONAL BANK,13,SEATTLE-FIRST NATIONAL BANK,SEATTLEFIRST
"SECURITY PACIFIC NATIONAL BANK, A NATIONAL BANKING ASSOCIATION",13,SECURITY PACIFIC NATIONAL BANK A NATIONAL BANKING ASSOCIATION,SECURITY
SEQUEL EURO LIMITED PARTNERSHIP,13,SEQUEL EURO LTD PARTNERSHIP,SEQUEL
SEQUEL LIMITED PARTNERSHIP I,13,SEQUEL LTD PARTNERSHIP I,SEQUEL
"SIEVERS, GEORGE R., AS INDIVIDUAL TRUSTEE",13,SIEVERS GEORGE R AS INDIVIDUAL TRUSTEE,SIEVERS
SOCKET MOBILE INC.,13,SOCKET MOBILE INC,SOCKET
"SOUTHSTATE BANK, N.A.",13,SOUTHSTATE BANK NA,SOUTHSTATE
"SQN VENTURE INCOME FUND II, LP",13,SQN VENTURE INCOME FUND II LP,SQN
TACAN CORPORATION,13,TACAN CORP,TACAN
TCO FUNDING CORP.,13,TCO FUNDING CORP,TCO
"TEXAS COMMERCE BANK, NATIONAL ASSOCIATION",13,TEXAS COMMERCE BANK NA,TEXAS
"TI VENTURES III, L.P.",13,TI VENTURES III LP,TI
"UBS AG, STAMFORD BRANCH, AS ADMINISTRATIVE AGENT",13,UBS AG STAMFORD BRANCH,UBS
"UBS AG, STAMFORD BRANCH, AS US COLLATERAL AGENT",13,UBS AG STAMFORD BRANCH,UBS
"ULTRATECH STEPPER EAST, INC.",13,ULTRATECH STEPPER EAST INC,ULTRATECH
"VANASKY, DAVID A.",13,VANASKY DAVID A,VANASKY
"VENTURE LENDING, A DIVISION OF CUPERTINO NATIONAL BANK & TRUST",13,VENTURE LENDING A DIVISION OF CUPERTINO NATIONAL BANK & TRUST,VENTURE
"VICTORY PARK MANAGEMENT, LLC, AS COLLATERAL AGENT",13,VICTORY PARK MANAGEMENT LLC,VICTORY
WEXFORD MANAGEMENT LLC,13,WEXFORD MANAGEMENT LLC,WEXFORD
"WHITEHORSE CAPITAL MANAGEMENT, LLC",13,WHITEHORSE CAPITAL MANAGEMENT LLC,WHITEHORSE
XYRATEX TECHNOLOGY LIMITED,13,XYRATEX TECHNOLOGY LTD,XYRATEX
"ADVANCED TECHNICAL PRODUCTS, INC.",12,ADVANCED TECHNICAL PRODUCTS INC,ADVANCED
