original_name,frequency,normalized_name
ISG LACKAWANNA INC.,117,ISG LACKAWANNA INC
ISG PIEDMONT INC.,117,ISG PIEDMONT INC
ISG PLATE INC.,117,ISG PLATE INC
"ISG RAILWAYS, INC.",117,ISG RAILWAYS INC
ISG RIVERDALE INC.,117,ISG RIVERDALE INC
"ISG SALES, INC.",117,ISG SALES INC
ISG SOUTH CHICAGO & INDIANA HARBOR RAILWAY COMPANY,117,ISG SOUTH CHICAGO & INDIANA HARBOR RAILWAY CO
ISG SPARROWS POINT INC.,117,ISG SPARROWS POINT INC
ISG STEELTON INC.,117,ISG STEELTON INC
"ISG TECHNOLOGIES, INC.",117,ISG TECHNOLOGIES INC
"ISG VENTURE, INC.",117,ISG VENTURE INC
ISG WARREN INC.,117,ISG WARREN INC
ISG/EGL HOLDING COMPANY,117,ISG EGL HOLDING CO
LIFETOUCH INC.,117,LIFETOUCH INC
LIFETOUCH NATIONAL SCHOOL STUDIOS INC.,117,LIFETOUCH NATIONAL SCHOOL STUDIOS INC
"NEUSTAR INFORMATION SERVICES, INC.",117,NEUSTAR INFORMATION SERVICES INC
"NEUSTAR IP INTELLIGENCE, INC.",117,NEUSTAR IP INTELLIGENCE INC
"TELEDYNE LECROY, INC.",117,TELEDYNE LECROY INC
"ENTROPIC COMMUNICATIONS, LLC (F/K/A ENTROPIC COMMUNICATIONS, INC.)",116,ENTROPIC COMMUNICATIONS LLC F K A ENTROPIC COMMUNICATIONS INC
AUDIOVOX ELECTRONICS CORPORATION,115,AUDIOVOX ELECTRONICS CORP
CAPSTONE TURBINE CORPORATION,115,CAPSTONE TURBINE CORP
"CODE SYSTEMS, INC.",115,CODE SYSTEMS INC
COMPUWARE CORPORATION,115,COMPUWARE CORP
KLIPSH GROUP INC.,115,KLIPSH GROUP INC
"MANITOWOC FOODSERVICE COMPANIES, LLC",115,MANITOWOC FOODSERVICE CO LLC
OMNILINK SYSTEMS INC.,115,OMNILINK SYSTEMS INC
SUNNY DELIGHT BEVERAGES CO.,115,SUNNY DELIGHT BEVERAGES CO
"TECHNUITY, INC.",115,TECHNUITY INC
"TRIPATH IMAGING, INC.",115,TRIPATH IMAGING INC
"VITAL SIGNS, INC.",115,VITAL SIGNS INC
VOXX INTERNATIONAL CORPORATION,115,VOXX INTERNATIONAL CORP
WARREN PUMPS INC.,115,WARREN PUMPS INC
"BEAUMONT BOLT & GASKET, INC.",114,BEAUMONT BOLT & GASKET INC
"BORDEN CHEMICAL, INC. NKA HEXION SPECIALTY CHEMICALS, INC.",114,BORDEN CHEMICAL INC NKA HEXION SPECIALTY CHEMICALS INC
"CEQUENT TOWING PRODUCTS, INC.",114,CEQUENT TOWING PRODUCTS INC
"CONSUMER PRODUCTS, INC.",114,CONSUMER PRODUCTS INC
COREL CORPORATION,114,COREL CORP
CUYAM CORPORATION,114,CUYAM CORP
"DEW TECHNOLOGIES, INC.",114,DEW TECHNOLOGIES INC
DI-RITE COMPANY,114,DI-RITE CO
"DRAW-TITE, INC.",114,DRAW-TITE INC
ENTEGRA FASTENER CORPORATION,114,ENTEGRA FASTENER CORP
"FORCEPOINT FEDERAL LLC (FKA RAYTHEON CYBER PRODUCTS, LLC, FKA RAYTHEON CYBER PRODUCTS, INC.)",114,FORCEPOINT FEDERAL LLC FKA RAYTHEON CYBER PRODUCTS LLC FKA RAYTHEON CYBER PRODUCTS INC
"FULTON PERFORMANCE PRODUCTS, INC.",114,FULTON PERFORMANCE PRODUCTS INC
GERBER SCIENTIFIC INC.,114,GERBER SCIENTIFIC INC
HAMMERBLOW ACQUISITION CORP.,114,HAMMERBLOW ACQUISITION CORP
HI-VOL PRODUCTS LLC,114,HI-VOL PRODUCTS LLC
"INDUSTRIAL BOLT & GASKET, INC.",114,INDUSTRIAL BOLT & GASKET INC
"JOY TECHNOLOGIES INC., A CORP OF DE",114,JOY TECHNOLOGIES INC A CORP OF DE
"KEO CUTTERS, INC.",114,KEO CUTTERS INC
LAKE ERIE PRODUCTS CORPORATION,114,LAKE ERIE PRODUCTS CORP
LAMONS METAL GASKET CO.,114,LAMONS METAL GASKET CO
LOUISIANA HOSE & RUBBER CO.,114,LOUISIANA HOSE & RUBBER CO
"NETCONG INVESTMENTS, INC.",114,NETCONG INVESTMENTS INC
"NI WEST, INC.",114,NI WEST INC
"NORRIS ENVIRONMENTAL SERVICES, INC.",114,NORRIS ENVIRONMENTAL SERVICES INC
"NORRIS INDUSTRIES, INC.",114,NORRIS INDUSTRIES INC
"PLASTIC FORM, INC.",114,PLASTIC FORM INC
"PORTAUTHORITY TECHNOLOGIES, LLC (FKA PORTAUTHORITY TECHNOLOGIES, INC.)",114,PORTAUTHORITY TECHNOLOGIES LLC FKA PORTAUTHORITY TECHNOLOGIES INC
"RAYTHEON OAKLEY SYSTEMS, LLC",114,RAYTHEON OAKLEY SYSTEMS LLC
"REESE PRODUCTS, INC.",114,REESE PRODUCTS INC
"RESKA SPLINE PRODUCTS, INC.",114,RESKA SPLINE PRODUCTS INC
"RICHARDS MICRO-TOOL, INC.",114,RICHARDS MICRO-TOOL INC
"RIEKE OF INDIANA, INC.",114,RIEKE OF INDIANA INC
"RIEKE OF MEXICO, INC.",114,RIEKE OF MEXICO INC
"THE HAMMERBLOW COMPANY, LLC",114,HAMMERBLOW CO LLC
TOASTMASTER INC.,114,TOASTMASTER INC
TOWING HOLDING LLC,114,TOWING HOLDING LLC
WESBAR CORPORATION,114,WESBAR CORP
AFTON CHEMICAL CORPORATION,113,AFTON CHEMICAL CORP
"APPLICA CONSUMER PRODUCTS, INC., A CORP. OF FLORIDA",113,APPLICA CONSUMER PRODUCTS INC A CORP OF FLORIDA
BRAKE PARTS INC.,113,BRAKE PARTS INC
"COMVERGE, INC.",113,COMVERGE INC
CONSTAR INTERNATIONAL INC.,113,CONSTAR INTERNATIONAL INC
"MCC-NORWOOD, LLC",113,MCC-NORWOOD LLC
MULTI-COLOR CORPORATION,113,MULTI-COLOR CORP
"PRESSTEK, LLC (FORMERLY PRESSTEK, INC.)",113,PRESSTEK LLC FORMERLY PRESSTEK INC
"ROV HOLDING, INC., A CORP. OF DELAWARE",113,ROV HOLDING INC A CORP OF DELAWARE
"ROVCAL, INC., A CORP. OF CALIFORNIA",113,ROVCAL INC A CORP OF CALIFORNIA
"RUSSELL HOBBS, INC., A CORP. OF DELAWARE",113,RUSSELL HOBBS INC A CORP OF DELAWARE
SMITH & WESSON CORP.,113,SMITH & WESSON CORP
"SPECTRUM BRANDS, INC. AS SUCCESSOR IN INTEREST TO ROVCAL, INC.",113,SPECTRUM BRANDS INC AS SUCCESSOR IN INTEREST TO ROVCAL INC
"SPECTRUM BRANDS, INC., A CORP. OF DELAWARE",113,SPECTRUM BRANDS INC A CORP OF DELAWARE
SURGICAL SPECIALTIES CORPORATION,113,SURGICAL SPECIALTIES CORP
"TETRA HOLDING (US), INC., A CORP. OF DELAWARE",113,TETRA HOLDING US INC A CORP OF DELAWARE
"TETRA HOLDINGS (US), INC.",113,TETRA HOLDINGS US INC
THE EASTERN COMPANY,113,EASTERN CO
"UNITED INDUSTRIES CORPORATION AS SUCCESSOR IN INTEREST TO LIQUID HOLDING COMPANY, INC.",113,UNITED INDUSTRIES CORPORATIONAS SUCCESSOR IN INTEREST TO LIQUID HOLDING CO INC
"UNITED PET GROUP, INC., A CORP. OF DELAWARE",113,UNITED PET GROUP INC A CORP OF DELAWARE
WIX FILTRATION CORP. LLC,113,WIX FILTRATION CORP LLC
CERTANCE LLC (FORMERLY SEAGATE REMOVABLE STORAGE SOLUTIONS LLC),112,CERTANCE LLC FORMERLY SEAGATE REMOVABLE STORAGE SOLUTIONS LLC
"D-M-E COMPANY, INC.",112,D-M-E CO INC
"FXI, INC.",112,FXI INC
"HBI BRANDED APPAREL ENTERPRISES, LLC",112,HBI BRANDED APPAREL ENTERPRISES LLC
ORBCOMM INC.,112,ORBCOMM INC
"TB WOOD'S ENTERPRISES, INC.",112,TB WOOD S ENTERPRISES INC
AVDEL USA LLC,111,AVDEL USA LLC
"CIRCOR AEROSPACE, INC.",111,CIRCOR AEROSPACE INC
"CIRCOR INTERNATIONAL, INC.",111,CIRCOR INTERNATIONAL INC
"COOPER-STANDARD AUTOMOTIVE, INC.",111,COOPER-STANDARD AUTOMOTIVE INC
CROMPTON CORPORATION,111,CROMPTON CORP
"FLEXALLOY, INC.",111,FLEXALLOY INC
GLEASON CUTTING TOOLS CORPORATION,111,GLEASON CUTTING TOOLS CORP
"HEADWATERS RESOURCES, INC.",111,HEADWATERS RESOURCES INC
PSC INC.,111,PSC INC
SCIENTIFIC LEARNING CORPORATION,111,SCIENTIFIC LEARNING CORP
"STATSOFT, INC.",111,STATSOFT INC
FORCEPOINT LLC,110,FORCEPOINT LLC
"NORTEK, INC.",110,NORTEK INC
ORBCOMM LLC,110,ORBCOMM LLC
"PRINTRONIX, INC.",110,PRINTRONIX INC
"ELECTRO-MOTIVE DIESEL, INC.",109,ELECTRO-MOTIVE DIESEL INC
"ESSEX GROUP, INC.",109,ESSEX GROUP INC
MTS SYSTEMS CORPORATION,109,MTS SYSTEMS CORP
"PARADIGM SPINE, LLC",109,PARADIGM SPINE LLC
"AGRI-ENERGY, LLC",108,AGRI-ENERGY LLC
"ALTRA HOLDINGS, INC.",108,ALTRA HOLDINGS INC
"AMERICAN ENTERPRISES MPT HOLDINGS, LLC",108,AMERICAN ENTERPRISES MPT HOLDINGS LLC
"APOLLO ENDOSURGERY US, INC.",108,APOLLO ENDOSURGERY US INC
BAUER GEAR MOTOR LLC,108,BAUER GEAR MOTOR LLC
CREDIT SUISSE AG,108,CREDIT SUISSE AG
"EAS GROUP, INC.",108,EAS GROUP INC
EXCEL SWITCHING CORPORATION,108,EXCEL SWITCHING CORP
FEDERAL SIGNAL CORPORATION,108,FEDERAL SIGNAL CORP
"GEVO DEVELOPMENT, LLC",108,GEVO DEVELOPMENT LLC
NUTTALL GEAR L L C,108,NUTTALL GEAR LLC
VERB SURGICAL INC.,108,VERB SURGICAL INC
"WATER PIK, INC.",108,WATER PIK INC
"ADVANCED INPUT DEVICES, INC.",107,ADVANCED INPUT DEVICES INC
"BURROUGHS, INC.",107,BURROUGHS INC
INA ACQUISITION CORP.,107,INA ACQUISITION CORP
MASSEY FERGUSON (UNITED KINGDOM) LTD.,107,MASSEY FERGUSON UK LTD
MASSEY FERGUSON ACQUISITION CORP.,107,MASSEY FERGUSONACQUISITION CORP
MASSEY FERGUSON GROUP LIMITED,107,MASSEY FERGUSON GROUP LTD
MASSEY FERGUSON MANUFACTURING LTD.,107,MASSEY FERGUSON MANUFACTURING LTD
MASSEY FERGUSON S.A.,107,MASSEY FERGUSON SA
MCDERMOTT MARINE CONSTRUCTION LIMITED,107,MCDERMOTT MARINE CONSTRUCTION LTD
SHUTTERFLY INC.,107,SHUTTERFLY INC
"AEROJET ROCKETDYNE, INC. (F/K/A AEROJET-GENERAL CORPORATION)",106,AEROJET ROCKETDYNE INC F K A AEROJET-GENERAL CORP
CONVATEC LIMITED,106,CONVATEC LTD
"GREATBATCH, LTD",106,GREATBATCH LTD
SEALY TECHNOLOGY LLC,106,SEALY TECHNOLOGY LLC
"SPARTEC, INC.",106,SPARTEC INC
TURTLE BEACH CORPORATION,106,TURTLE BEACH CORP
UNOMEDICAL A/S,106,UNOMEDICAL A S
UNOMEDICAL LIMITED,106,UNOMEDICAL LTD
"ANGIOTECH AMERICA, INC.",105,ANGIOTECH AMERICA INC
ANGIOTECH INTERNATIONAL HOLDINGS CORP.,105,ANGIOTECH INTERNATIONAL HOLDINGS CORP
"B.G. SULZLE, INC.",105,B G SULZLE INC
ISOLA USA CORP.,105,ISOLA USA CORP
MELLANOX TECHNOLOGIES SILICON PHOTONICS INC.,105,MELLANOX TECHNOLOGIES SILICON PHOTONICS INC
"NOVA WILDCAT ASHLAND, LLC",105,NOVA WILDCAT ASHLAND LLC
"OCTANE FITNESS, LLC",105,OCTANE FITNESS LLC
SCIENTIFIC GAMES CORPORATION,105,SCIENTIFIC GAMES CORP
SD IP HOLDINGS COMPANY,105,SD IP HOLDINGS CO
"TEMPUR-PEDIC MANAGEMENT, LLC",105,TEMPUR-PEDIC MANAGEMENT LLC
"BELL AND HOWELL, LLC",104,BELL & HOWELL LLC
"CHASE MANHATTAN BANK (F/K/A CHEMICAL BANK), AS COLLATERAL AGENT",104,CHASE MANHATTAN BANK F K A CHEMICAL BANK
COMMUNICATIONS & POWER INDUSTRIES LLC,104,COMMUNICATIONS & POWER INDUSTRIES LLC
"EMC CORPORATION, AS GRANTOR",104,EMC CORP AS GRANTOR
FRYMASTER L.L.C.,104,FRYMASTER LLC
GOGO BUSINESS AVIATION LLC,104,GOGO BUSINESS AVIATION LLC
MITEL NETWORKS CORPORATION,104,MITEL NETWORKS CORP
"OCERA THERAPEUTICS LLC (F/K/A OCERA THERAPEUTICS, INC.)",104,OCERA THERAPEUTICS LLC F K A OCERA THERAPEUTICS INC
"RUSSELL HOBBS, INC.",104,RUSSELL HOBBS INC
SYNAPTICS INCORPORATED,104,SYNAPTICS INC
"TETRA HOLDING (US), INC.",104,TETRA HOLDING US INC
"TRIVASCULAR, INC.",104,TRIVASCULAR INC
"CLEVELAND RANGE, LLC",103,CLEVELAND RANGE LLC
"MEDICAL ACTION INDUSTRIES, INC.",103,MEDICAL ACTION INDUSTRIES INC
MELLANOX TECHNOLOGIES TLV LTD.,103,MELLANOX TECHNOLOGIES TLV LTD
"O&M HALYARD, INC.",103,O & M HALYARD INC
"OWENS & MINOR DISTRIBUTION, INC.",103,OWENS & MINOR DISTRIBUTION INC
"THE DELFIELD COMPANY, LLC",103,DELFIELD CO LLC
TRONOX WORLDWIDE LLC,103,TRONOX WORLDWIDE LLC
AFTON CHEMICAL INTANGIBLES LLC,102,AFTON CHEMICAL INTANGIBLES LLC
"AI DEVELOPMENT GROUP, INC., A MINNESOTA CORPORATION",102,AI DEVELOPMENT GROUP INC A MINNESOTA CORP
"AI ENTERPRISES, INC., A MINNESOTA CORPORATION",102,AI ENTERPRISES INC A MINNESOTA CORP
"AMERICAN AUGERS, INC., A DELAWARE CORPORATION",102,AMERICANAUGERS INC A DELAWARE CORP
"AMERICAN MEDICAL SYSTEMS, INC.",102,AMERICAN MEDICAL SYSTEMS INC
"ASTEC HOLDINGS, INC., A TENNESSEE CORPORATION",102,ASTEC HOLDINGS INC A TENNESSEE CORP
"ASTEC INDUSTRIES, INC., A TENNESSEE CORPORATION",102,ASTEC INDUSTRIES INC A TENNESSEE CORP
"ASTEC INVESTMENTS, INC., A TENNESSEE CORPORATION",102,ASTEC INVESTMENTS INC A TENNESSEE CORP
"ASTEC SYSTEMS, INC., A TENNESSEE CORPORATION",102,ASTEC SYSTEMS INC A TENNESSEE CORP
"ASTEC TRANSPORTATION, INC., A TENNESSEE CORPORATION",102,ASTEC TRANSPORTATION INC A TENNESSEE CORP
"ASTEC, INC., A TENNESSEE CORPORATION",102,ASTEC INC A TENNESSEE CORP
"BREAKER TECHNOLOGY, INC., A TENNESSEE CORPORATION",102,BREAKER TECHNOLOGY INC A TENNESSEE CORP
"CARLSON PAVING PRODUCTS, INC., A WASHINGTON CORPORATION",102,CARLSON PAVING PRODUCTS INC A WASHINGTON CORP
"CEI ENTERPRISES, INC., A TENNESSEE CORPORATION",102,CEI ENTERPRISES INC A TENNESSEE CORP
"HEATEC, INC., A TENNESSEE CORPORATION",102,HEATEC INC A TENNESSEE CORP
"JOHNSON CRUSHERS INTERNATIONAL, INC., A TENNESSEE CORPORATION",102,JOHNSON CRUSHERS INTERNATIONAL INC A TENNESSEE CORP
"KOLBERG-PIONEER, INC., A TENNESSEE CORPORATION",102,KOLBERG-PIONEER INC A TENNESSEE CORP
"OF HOLDINGS, INC.",102,OF HOLDINGS INC
"PRODUCTION ENGINEERED PRODUCTS, INC., A NEVADA CORPORATION",102,PRODUCTION ENGINEERED PRODUCTS INC A NEVADA CORP
REXNORD INC.,102,REXNORD INC
"RI PROPERTIES, INC., A MINNESOTA CORPORATION",102,RI PROPERTIES INC A MINNESOTA CORP
"ROADTEC, INC., A TENNESSEE CORPORATION",102,ROADTEC INC A TENNESSEE CORP
"SANMINA-SCI SYSTEMS HOLDINGS, INC.",102,SANMINA-SCI SYSTEMS HOLDINGS INC
"SUPERIOR INDUSTRIES OF MORRIS, INC., A MINNESOTA CORPORATION",102,SUPERIOR INDUSTRIES OF MORRIS INC A MINNESOTA CORP
"TELSMITH, INC., A DELAWARE CORPORATION",102,TELSMITH INC A DELAWARE CORP
"TI SERVICES, INC., A MINNESOTA CORPORATION",102,TI SERVICES INC A MINNESOTA CORP
"TRENCOR, INC., A TEXAS CORPORATION",102,TRENCOR INC A TEXAS CORP
"WESTERN REMAN INDUSTRIAL, L.L.C.",102,WESTERN REMAN INDUSTRIAL LLC
"COMMERCIAL VEHICLE GROUP, INC.",101,COMMERCIAL VEHICLE GROUP INC
CROWN CORK & SEAL TECHNOLOGIES,101,CROWN CORK & SEAL TECHNOLOGIES
CVG MANAGEMENT CORPORATION,101,CVG MANAGEMENT CORP
ENODIS CORPORATION,101,ENODIS CORP
"FOURTH DIMENSION SPINE, LLC",101,FOURTH DIMENSION SPINE LLC
HUNTSMAN INTERNATIONAL LLC,101,HUNTSMAN INTERNATIONAL LLC
"NAVISTAR, INC.",101,NAVISTAR INC
PROGRESSIVE GAMING INTERNATIONAL CORPORATION,101,PROGRESSIVE GAMING INTERNATIONAL CORP
"WABASH NATIONAL, L.P.",101,WABASH NATIONAL LP
"APPLIANCE SCIENTIFIC, INC.",100,APPLIANCE SCIENTIFIC INC
BERRY STERLING CORPORATION,100,BERRY STERLING CORP
"CAPTIVE PLASTICS, INC.",100,CAPTIVE PLASTICS INC
"GDX NORTH AMERICA, INC.",100,GDX NORTH AMERICA INC
GRAFCO INDUSTRIES LIMITED PARTNERSHIP,100,GRAFCO INDUSTRIES LTD PARTNERSHIP
"INVUITY, INC.",100,INVUITY INC
"LANDIS PLASTICS, LLC",100,LANDIS PLASTICS LLC
MALLINCKRODT ARD IP UNLIMITED COMPANY (F/K/A MALLINCKRODT ARD IP LIMITED),100,MALLINCKRODT ARD IP UNLTD CO F K A MALLINCKRODT ARD IP LTD
MALLINCKRODT HOSPITAL PRODUCTS IP UNLIMITED COMPANY (F/K/A MALLINCKRODT HOSPITAL PRODUCTS IP LIMITED),100,MALLINCKRODT HOSPITAL PRODUCTS IP UNLTD CO F K A MALLINCKRODT HOSPITAL PRODUCTS IP LTD
MONACO ACQUISITION COMPANY,100,MONACO ACQUISITION CO
"SETCO, LLC",100,SETCO LLC
VTESSE LLC (F/K/A VTESSE INC.),100,VTESSE LLC F K A VTESSE INC
"COMMSCOPE DSL SYSTEMS LLC (FORMERLY KNOWN AS ADC DSL SYSTEMS, INC.)",99,COMMSCOPE DSL SYSTEMS LLC FORMERLY KNOWNAS ADC DSL SYSTEMS INC
"COMPATIBLE MEMORY, INC.",99,COMPATIBLE MEMORY INC
"DOLE FRESH VEGETABLES, INC.",99,DOLE FRESH VEGETABLES INC
"ENZO BIOCHEM, INC.",99,ENZO BIOCHEM INC
"ENZO CLINICAL LABS, INC.",99,ENZO CLINICAL LABS INC
ENZO LIFE SCIENCES U.S. HOLDING CORP,99,ENZO LIFE SCIENCES US HOLDING CORP
"ENZO LIFE SCIENCES, INC.",99,ENZO LIFE SCIENCES INC
"ESSEX ACQUISITION SUBSIDIARY, INC.",99,ESSEX ACQUISITION SUBSIDIARY INC
HOLLEY PERFORMANCE PRODUCTS INC.,99,HOLLEY PERFORMANCE PRODUCTS INC
"INTERAGENCY, INC.",99,INTERAGENCY INC
INTERWORKS COMPUTER PRODUCTS,99,INTERWORKS COMPUTER PRODUCTS
"KEY SAFETY SYSTEMS, INC.",99,KEY SAFETY SYSTEMS INC
"MANU-TRONICS, INC.",99,MANU-TRONICS INC
"MOOSE ACQUISITION SUBSIDIARY, INC.",99,MOOSE ACQUISITION SUBSIDIARY INC
"OTP, INCORPORATED",99,OTP INC
PLUG POWER INC,99,PLUG POWER INC
"SANMINA CANADA HOLDINGS, INC.",99,SANMINA CANADA HOLDINGS INC
SANMINA ENCLOSURE SYSTEMS USA INC.,99,SANMINA ENCLOSURE SYSTEMS USA INC
SANMINA-SCI SYSTEMS (ALABAMA) INC.,99,SANMINA-SCI SYSTEMS ALABAMA INC
"SANMINA-SCI SYSTEMS ENCLOSURES, LLC",99,SANMINA-SCI SYSTEMS ENCLOSURES LLC
"SCI HOLDINGS, INC.",99,SCI HOLDINGS INC
"SCI SYSTEMS, INC.",99,SCI SYSTEMS INC
TIBCO SOFTWARE INC.,99,TIBCO SOFTWARE INC
VIKING COMPONENTS INCORPORATED,99,VIKING COMPONENTS INC
"X-RITE GLOBAL, INCORPORATED",99,X-RITE GLOBAL INC
"X-RITE HOLDINGS, INC.",99,X-RITE HOLDINGS INC
"CLOPAY PLASTIC PRODUCTS COMPANY, INC.",98,CLOPAY PLASTIC PRODUCTS CO INC
FTI CONSULTING TECHNOLOGY LLC,98,FTI CONSULTING TECHNOLOGY LLC
GLEASON-M&M PRECISION SYSTEMS CORPORATION,98,GLEASON-M & M PRECISION SYSTEMS CORP
"ISTA PHARMACEUTICALS, INC.",98,ISTA PHARMACEUTICALS INC
LINEAR LLC,98,LINEAR LLC
"PATHFINDER ENERGY SERVICES, INC.",98,PATHFINDER ENERGY SERVICES INC
SEMTECH CORPORATION,98,SEMTECH CORP
"AGGREGATE KNOWLEDGE, INC.",97,AGGREGATE KNOWLEDGE INC
"BANK OF AMERICA, N.A.",97,BANK OF AMERICA NA
"BANKERS TRUST COMPANY, AS COLLATERAL AGENT",97,BANKERS TRUST CO
"BIOSTORAGE TECHNOLOGIES, INC.",97,BIOSTORAGE TECHNOLOGIES INC
"BROOKS AUTOMATION, INC.",97,BROOKS AUTOMATION INC
"DIVERSEY, INC.",97,DIVERSEY INC
"DOUGLAS HOLDINGS, INC.",97,DOUGLAS HOLDINGS INC
"GLOBALTRAK, LLC",97,GLOBALTRAK LLC
"HLI SUSPENSION HOLDING COMPANY, LLC",97,HLI SUSPENSION HOLDING CO LLC
KEMET CORPORATION,97,KEMET CORP
KINDEVA DRUG DELIVERY L.P.,97,KINDEVA DRUG DELIVERY LP
"LJ SWITCH HOLDINGS 1, LLC",97,LJ SWITCH HOLDINGS 1 LLC
"LJ SWITCH HOLDINGS 2, LLC",97,LJ SWITCH HOLDINGS 2 LLC
"PROJECT GIANTS, LLC",97,PROJECT GIANTS LLC
"TECUMSEH INVESTMENTS, INC.",97,TECUMSEH INVESTMENTS INC
TECUMSEH TRADING COMPANY,97,TECUMSEH TRADING CO
THE BUTCHER COMPANY,97,BUTCHER CO
"ALARIS MEDICAL SYSTEMS, INC.",96,ALARIS MEDICAL SYSTEMS INC
"CRYOLIFE, INC.",96,CRYOLIFE INC
FEDERAL-MOGUL MOTORPARTS LLC (F/K/A FEDERAL-MOGUL MOTORPARTS CORPORATION),96,FEDERAL-MOGUL MOTORPARTS LLC F K A FEDERAL-MOGUL MOTORPARTS CORP
"FEDERAL-MOGUL WORLD WIDE LLC (F/K/A FEDERAL-MOGUL WORLDWIDE, INC.)",96,FEDERAL-MOGUL WORLD WIDE LLC F K A FEDERAL-MOGUL WORLDWIDE INC
GSLE SUBCO LLC (FORMERLY KNOWN AS GS DEVELOPMENT CORPORATION),96,GSLE SUBCO LLC FORMERLY KNOWNAS GS DEVELOPMENT CORP
LGS INNOVATIONS LLC,96,LGS INNOVATIONS LLC
MAGENTA RESEARCH LTD.,96,MAGENTA RESEARCH LTD
"MITEL US HOLDINGS, INC.",96,MITEL US HOLDINGS INC
NORDYNE LLC,96,NORDYNE LLC
"AKONIX SYSTEMS, INC.",95,AKONIX SYSTEMS INC
"BE AEROSPACE, INC.",95,BE AEROSPACE INC
"BRISTOL COMPRESSORS INTERNATIONAL, INC.",95,BRISTOL COMPRESSORS INTERNATIONAL INC
"COLEMAN COMPANY, THE",95,COLEMAN CO
HEXCEL REINFORCEMENTS CORP.,95,HEXCEL REINFORCEMENTS CORP
INDUSTRIAL LABEL CORPORATION,95,INDUSTRIAL LABEL CORP
"INTELLIDEN, INC.",95,INTELLIDEN INC
"MCC-DEC TECH, LLC",95,MCC-DEC TECH LLC
"MERU NETWORKS, INC.",95,MERU NETWORKS INC
"PANTONE, INC.",95,PANTONE INC
"REHEIS, INC.",95,REHEIS INC
SEMTECH NEW YORK CORPORATION,95,SEMTECH NEW YORK CORP
"SIERRA MONOLITHICS, INC.",95,SIERRA MONOLITHICS INC
"B.W. ELLIOTT MANUFACTURING CO., LLC",94,B W ELLIOTT MANUFACTURING CO LLC
"BIOLASE, INC.",94,BIOLASE INC
COVALENCE SPECIALTY ADHESIVES LLC,94,COVALENCE SPECIALTY ADHESIVES LLC
COVALENCE SPECIALTY COATINGS LLC,94,COVALENCE SPECIALTY COATINGS LLC
COVALENCE SPECIALTY MATERIALS CORP.,94,COVALENCE SPECIALTY MATERIALS CORP
"COWEN HEALTHCARE ROYALTY PARTNERS II, L.P.",94,COWEN HEALTHCARE ROYALTY PARTNERS II LP
"FTI CONSULTING, INC.",94,FTI CONSULTING INC
LIEBEL-FLARSHEIM COMPANY LLC,94,LIEBEL-FLARSHEIM CO LLC
"MAXIMA TECHNOLOGIES & SYSTEMS, LLC",94,MAXIMA TECHNOLOGIES & SYSTEMS LLC
"POWER PACKER NORTH AMERICA, INC.",94,POWER PACKER NORTH AMERICA INC
QUIDEL CORPORATION,94,QUIDEL CORP
"RACEPOINT ENERGY, LLC",94,RACEPOINT ENERGY LLC
"SAVANT SYSTEMS, INC.",94,SAVANT SYSTEMS INC
SAVANT TECHNOLOGIES LLC,94,SAVANT TECHNOLOGIES LLC
"WEASLER ENGINEERING, INC.",94,WEASLER ENGINEERING INC
"CONTROL DEVICES, INC.",93,CONTROL DEVICES INC
GARLAND COMMERCIAL INDUSTRIES LLC,93,GARLAND COMMERCIAL INDUSTRIES LLC
HEXCEL HOLDINGS LUXEMBOURG S.À.R.L.,93,HEXCEL HOLDINGS LUXEMBOURG S À R L
"MIMEDX PROCESSING SERVICES, LLC",93,MIMEDX PROCESSING SERVICES LLC
"TI AUTOMOTIVE, L.L.C.",93,TI AUTOMOTIVE LLC
ACCO BRANDS USA LLC,92,ACCO BRANDS USA LLC
"BBH, INC.",92,BBH INC
"BIOLASE TECHNOLOGY, INC.",92,BIOLASE TECHNOLOGY INC
BL ACQUISITION II INC.,92,BL ACQUISITION II INC
BL ACQUISTION CORP.,92,BL ACQUISTION CORP
"CINCINNATI MACHINE, LLC",92,CINCINNATI MACHINE LLC
"DIGICERT, INC.",92,DIGICERT INC
"GEOTRUST, LLC",92,GEOTRUST LLC
"IMO HOLDINGS, INC.",92,IMO HOLDINGS INC
MOTION CONCEPTS L.P.,92,MOTION CONCEPTS LP
"NAVILYST MEDICAL, INC. (F/K/A NAMIC/VA, INC.)",92,NAVILYST MEDICAL INC F K A NAMIC VA INC
"RENTECH, INC.",92,RENTECH INC
"SALTON, INC.",92,SALTON INC
AMPAC FINE CHEMICALS LLC,91,AMPAC FINE CHEMICALS LLC
"CAREFUSION 202, INC.",91,CAREFUSION 202 INC
DNE TECHNOLOGIES INC.,91,DNE TECHNOLOGIES INC
"MATTSON TECHNOLOGY, INC.",91,MATTSON TECHNOLOGY INC
"OPERATOR SPECIALTY COMPANY, INC.",91,OPERATOR SPECIALTY CO INC
SUPERIOR TELECOMMUNICATIONS INC.,91,SUPERIOR TELECOMMUNICATIONS INC
VYAIRE MEDICAL CAPITAL LLC,91,VYAIRE MEDICAL CAPITAL LLC
"BOONE INTERNATIONAL, INC.",90,BOONE INTERNATIONAL INC
